Author Name,Tweet,Friends,CreatedAt,Id,Favorite Count,Retweet Count,Company,Source
JJ,"@ABC @realDonaldTrump due to you, single handedly will put US back into a recession - think the stock market is a gâ€¦ d",94,3/1/18 19:12,9.69289E+17,1,1,GOOGLE,Twitter
2xYBC,$GOOGL down to the 100 day MA. Waiting for confirmation for dip buy.,158,3/1/18 19:11,9.69289E+17,1,0,GOOGLE,Twitter
A.M.Abbassi,$Googl 4% of stock value variation between today's high and low so far....and no particular news! #volatility #StopTheCraze !,515,3/1/18 19:10,9.69289E+17,0,0,GOOGLE,Twitter
HEDGEaccordinglyðŸ“ˆ,Google now runs 3.0 gigawatts of 100% renewable #energy $GOOGL #zmescience,15631,3/1/18 19:09,9.69288E+17,0,0,GOOGLE,Twitter
StockMarketVideo.com,Find out why Google's Stock Price Is Falling Today : $GOOG $GOOGL,0,3/1/18 19:05,9.69287E+17,0,0,GOOGLE,Twitter
Option_Sniper,these $googl mar2 1070p now @ 10.8 from 4.5!!!! LOCKED all gains!!!,29,3/1/18 19:03,9.69287E+17,8,0,GOOGLE,Twitter
FARA,$GOOGL looks like a bottomless penny stock...lol,95,3/1/18 19:02,9.69287E+17,0,0,GOOGLE,Twitter
Tom Scanlon,RT @option_snipper: these $googl 1070p now @ 9.5 from 4.5!!!!,123,3/1/18 19:02,9.69287E+17,0,1,GOOGLE,Twitter
Option_Sniper,these $googl 1070p now @ 9.5 from 4.5!!!!,29,3/1/18 19:01,9.69286E+17,5,1,GOOGLE,Twitter
Option_Sniper,these $googl mar2 1070p now @ 9 from 4.5!!! doubled!!! wow!!! LOCK gains progressivley,29,3/1/18 18:59,9.69286E+17,5,0,GOOGLE,Twitter
The Mays Reportâ„¢ðŸ‡ºðŸ‡¸,"For those that use $GOOGL finance site, be careful. for $CMP they're now displaying leading PE rather than the TTM PE they usually display.",433,3/1/18 18:55,9.69285E+17,0,0,GOOGLE,Twitter
WaterMartyr,#Food is right today. What are grocers going to do w/ higher priced #commodities? #Inflation has been in the pipesâ€¦,9,3/1/18 18:50,9.69284E+17,0,0,GOOGLE,Twitter
Option_Sniper,these $googl mar2 1070p now @ 8 from 4.5!!!! wow!!!! remember to progressively LOCK gains.,29,3/1/18 18:49,9.69284E+17,8,0,GOOGLE,Twitter
Will Evans,@TTSPremium you watching $GOOGL right about now,88,3/1/18 18:49,9.69283E+17,0,0,GOOGLE,Twitter
Dan Tsataros,Buy when there is Blood on the Streets! $unh $googl @petenajarian @jonnajarian,71,3/1/18 18:47,9.69283E+17,0,0,GOOGLE,Twitter
FARA,$GOOGL my order at 1000,95,3/1/18 18:47,9.69283E+17,0,0,GOOGLE,Twitter
Bryce Martel,$googl Puts have been $$ today. Still holding the 1080/1070s,639,3/1/18 18:45,9.69282E+17,0,0,GOOGLE,Twitter
Option_Sniper,these $googl mar2 1070p now @ 5.8 from 4.5,29,3/1/18 18:42,9.69282E+17,3,0,GOOGLE,Twitter
42 Stocks,| 42s top5 $RNG $NATI $PTC $TWOU $SHOP | top5 mktGain $AAPL $GOOG $GOOGL $MSFT $FB | top5 mâ€¦,42,3/1/18 18:39,9.69281E+17,0,0,GOOGLE,Twitter
Surfergirl,"RT @johnscharts: $GOOGL ""Three Black Crows"" breaching 21/50MA. Close and volume will be important",30,3/1/18 18:35,9.6928E+17,0,12,GOOGLE,Twitter
J.L,RT @stocktrader300: $GOOGL down about 60 points from Mondayâ€™s high to now,173,3/1/18 18:30,9.69279E+17,0,2,GOOGLE,Twitter
Johns Charts,RT @stocktrader300: $GOOGL down about 60 points from Mondayâ€™s high to now,67,3/1/18 18:30,9.69279E+17,0,2,GOOGLE,Twitter
Exact Option Picks,ACTIVE TRADERS Try one of these FREE trading guides: $NFLX $TSLA $AAPL $CMG $GS $FB $AMZN $GOOGL $NVDA,4,3/1/18 18:30,9.69279E+17,0,0,GOOGLE,Twitter
Super Stocks,$GOOGL #options flow grid for today with threshold 120 in #superstocks app,3362,3/1/18 18:24,9.69277E+17,0,0,GOOGLE,Twitter
Dr.Naveen,"RT @johnscharts: $GOOGL ""Three Black Crows"" breaching 21/50MA. Close and volume will be important",83,3/1/18 18:24,9.69277E+17,0,12,GOOGLE,Twitter
MarketSwingPlayer,Trade Update: $40+ Move $GOOGL Selling pressure MSP ALGO says: BB's selling near $1144 R at the open. #Investmentâ€¦,3288,3/1/18 18:21,9.69277E+17,0,0,GOOGLE,Twitter
Lon Plasner,@Brokenmkt Itâ€™s really the only explanation. The question is is it $aapl $amzn or $googl who is going to buy them,1012,3/1/18 18:21,9.69276E+17,1,0,GOOGLE,Twitter
Sheldon Cooper,$GOOGL down about 60 points from Mondayâ€™s high to now,82,3/1/18 18:21,9.69276E+17,1,2,GOOGLE,Twitter
Option_Sniper,bot $googl mar2 1070p at 4.5,29,3/1/18 18:16,9.69275E+17,5,0,GOOGLE,Twitter
Annalis,RT @option_snipper: TOP20 Tech by mkt cap: 1 $AAPL 890B 2 $GOOGL 784B 3 $AMZN 726B 4 $MSFT 724B 5 $FB 532B 6 $BABA 496B 7 $TSM 228B 8 $T 2â€¦,2717,3/1/18 18:15,9.69275E+17,0,39,GOOGLE,Twitter
MarketSwingPlayer,$GOOGL Post Update -2/27 Sell algos beginning of the week near $1145 - now at $1085 Stopped out - Day trading on thâ€¦,3288,3/1/18 18:14,9.69275E+17,0,0,GOOGLE,Twitter
Susan,#Trump import Steel &amp; Alum #tariffs = #market drops huge but those tariffs have nothing to do with Tech Stocks likâ€¦ D,1979,3/1/18 18:14,9.69275E+17,0,0,GOOGLE,Twitter
Mark Hill,"RT @johnscharts: $GOOGL ""Three Black Crows"" breaching 21/50MA. Close and volume will be important",5135,3/1/18 18:07,9.69273E+17,0,12,GOOGLE,Twitter
Mark Hruska,Possible H&amp;S scenario? $SPY $SPX $TVIX $UVXY $VXX $XIV $VIX $VVIX $SVXY $DJIA $NDX $DOW $AAPL $AMZN $FB $UPROâ€¦,3770,3/1/18 18:06,9.69273E+17,17,2,GOOGLE,Twitter
Super Stocks,Today's $GOOGL #options OI and volume chart (also in #AR using #SuperStocks app). #augmentedreality #market #SP500,3362,3/1/18 18:03,9.69272E+17,1,0,GOOGLE,Twitter
Super Stocks,Today's million dollar PUT #options trade update: $AIG $BABA $GILD $GOOGL $OLED $ALB $LB $TSLA $AMZN $FB $GOOG $FLâ€¦,3362,3/1/18 18:01,9.69271E+17,0,0,GOOGLE,Twitter
Exact Option Picks,Don't miss our next FREE OPTION TRADE. Sign up for our Daily Free Trades at $NVDA $TSLA $GS $AAPL $BAC $GOOGL $FB,4,3/1/18 18:00,9.69271E+17,0,0,GOOGLE,Twitter
finzine,$GOOGL $DAI The Business Titans to Watch at China's Big Political Gathering via,27,3/1/18 18:00,9.69271E+17,0,0,GOOGLE,Twitter
avc,"RT @johnscharts: $GOOGL ""Three Black Crows"" breaching 21/50MA. Close and volume will be important",4947,3/1/18 17:47,9.69268E+17,0,12,GOOGLE,Twitter
Neon68,RT @HedgeMind: Notable hedge fund manager Dan Loeb had a great year 2017 relative to many of his value peers. His market outperformance isâ€¦,560,3/1/18 17:41,9.69266E+17,0,20,GOOGLE,Twitter
NelsNYC,"RT @johnscharts: $GOOGL ""Three Black Crows"" breaching 21/50MA. Close and volume will be important",980,3/1/18 17:41,9.69266E+17,0,12,GOOGLE,Twitter
Strong_bio,"RT @johnscharts: $GOOGL ""Three Black Crows"" breaching 21/50MA. Close and volume will be important",236,3/1/18 17:39,9.69266E+17,0,12,GOOGLE,Twitter
thomaspan,"RT @johnscharts: $GOOGL ""Three Black Crows"" breaching 21/50MA. Close and volume will be important",159,3/1/18 17:39,9.69266E+17,0,12,GOOGLE,Twitter
Manuel,RT @Analisis_Fundam: AnÃ¡lisis TÃ©cnico: Emisoras del SIC &amp; ETF's (1/Mar/2018) $AAL $ABT $DAL $DIS $F $FB $FDX $GLW $GOOGL $IBM $ILMN $IP $MOâ€¦,783,3/1/18 17:39,9.69266E+17,0,2,GOOGLE,Twitter
StockWolf,"$INND InnerScope Hearing Technologies, Inc. Expands its Hearing Product Portfolio with the Launch ofâ€¦",440,3/1/18 17:38,9.69266E+17,0,0,GOOGLE,Twitter
ðŸ+,$GooGl : 1120 calls at .67 â€¦. for Ohio.,205,3/1/18 17:37,9.69265E+17,1,0,GOOGLE,Twitter
Hotpage News,"Facebook, Google Get One Hour From EU to Scrub Terror Content $FB $GOOG $GOOGL -",18309,3/1/18 17:36,9.69265E+17,0,0,GOOGLE,Twitter
Hotpage News,"'Bro Cultureâ€™ Led to Repeated Sexual Harassment, Former Google Engineer's Lawsuit Says $GOOG $GOOGL -",18309,3/1/18 17:35,9.69265E+17,0,0,GOOGLE,Twitter
JPM,"RT @johnscharts: $GOOGL ""Three Black Crows"" breaching 21/50MA. Close and volume will be important",184,3/1/18 17:35,9.69265E+17,0,12,GOOGLE,Twitter
Alex Green,"Idea - - If you see a great investment opportunity. Ask, what companies does this new business depend upon? If theâ€¦",629,3/1/18 17:35,9.69265E+17,0,0,GOOGLE,Twitter
Johns Charts,"$GOOGL ""Three Black Crows"" breaching 21/50MA. Close and volume will be important",67,3/1/18 17:35,9.69265E+17,30,12,GOOGLE,Twitter
42 Stocks,| 42s top5 $RNG $NATI $PTC $TWOU $SHOP | top5 mktGain $GOOG $GOOGL $MSFT $NVDA $CRM | top5â€¦,42,3/1/18 17:33,9.69264E+17,0,0,GOOGLE,Twitter
Exact Option Picks,ACTIVE TRADERS Try one of these FREE trading guides: $NFLX $TSLA $AAPL $COST $GS $FB $AMZN $GOOGL $NVDA,4,3/1/18 17:30,9.69264E+17,0,0,GOOGLE,Twitter
Hotpage News,"News Corp. CEO Slams Facebook, Google for Not Sharing Enough Ad Revenue $FB $GOOG $GOOGL $FOXA -",18309,3/1/18 17:28,9.69263E+17,0,0,GOOGLE,Twitter
Hotpage News,Nonprofits scramble to comply with new Google ad policy $GOOG $GOOGL -,18309,3/1/18 17:26,9.69263E+17,0,0,GOOGLE,Twitter
Aklen Altinel,RT @SAlphaTech: $AMZN $GOOG $GOOGL $FB,626,3/1/18 17:19,9.69261E+17,0,1,GOOGLE,Twitter
finzine,$GOOGL $FB Jack Dorsey Tweetstorms a Plea to Make Twitter More Civil via,27,3/1/18 17:18,9.6926E+17,0,0,GOOGLE,Twitter
Egon Saks,RT @jamescovert1: Google sued over rampant 'bro culture' $googl #nyp via @nypost,961,3/1/18 17:17,9.6926E+17,0,1,GOOGLE,Twitter
Seeking Alpha,$AMZN $GOOG $GOOGL $FB,0,3/1/18 17:13,9.69259E+17,0,0,GOOGLE,Twitter
Tech Stocks,$AMZN $GOOG $GOOGL $FB,9,3/1/18 17:13,9.69259E+17,0,1,GOOGLE,Twitter
Seeking Alpha,$AMZN $GOOG $GOOGL $FB,10,3/1/18 17:13,9.69259E+17,1,1,GOOGLE,Twitter
Rob Williams,Study: Voice shopping will surge 1900% by 2022 via @mobilemktrdaily $AMZN $GOOGL $AAPL $MSFT,557,3/1/18 17:09,9.69258E+17,1,1,GOOGLE,Twitter
DB. No Bull.,"$GOOGL chart via C Google failed gap fill from Jan highs, target 920 in coming months",597,3/1/18 17:07,9.69258E+17,0,0,GOOGLE,Twitter
#blockchain sherlok,"RT @CNBCFastMoney: As $AAPL inches closer to becoming the first $1 trillion stock, Jeff DeGraaf of Renaissance Macro Research says $MSFT anâ€¦",520,3/1/18 17:07,9.69258E+17,0,28,GOOGLE,Twitter
Nick Smith,$DBX (future ticker) $GOOGL Dropbox to add native G Suite integration in new partnership with Google,115,3/1/18 17:05,9.69257E+17,0,0,GOOGLE,Twitter
Subrat Patnaik ðŸ¤·ðŸ»â€â™‚ï¸,Google signed a key deal with a $9.5 billion device maker to save healthcare from a 'world of ignorance' - Businessâ€¦,302,3/1/18 17:02,9.69257E+17,1,0,GOOGLE,Twitter
NY Post Business,Google sued over rampant 'bro culture' $googl c via @nypost via @jamescovert1,164,3/1/18 17:00,9.69256E+17,0,0,GOOGLE,Twitter
James Covert,Google sued over rampant 'bro culture' $googl #nyp via @nypost,653,3/1/18 17:00,9.69256E+17,0,1,GOOGLE,Twitter
Stock Wars,"U.S. Active (Stock Wars): $F -0.9%, $NFLX +0.12%, $GOOGL -0.17%, $AMZN -0.55%, $AAPL +0.14% #StockWars",57,3/1/18 17:00,9.69256E+17,0,0,GOOGLE,Twitter
Clark Joseph Kent,Voice shopping may hit $40 billion by 2022 in the U.S. alone $AMZN $GOOGL $AAPL $FB $MSFT,4766,3/1/18 16:55,9.69255E+17,0,1,GOOGLE,Twitter
Ryan Mallory,"Some people only talk about it, I actually show you my results-all 8 years of it in the Splash Zoneâ€¦ 9",82,3/1/18 16:51,9.69254E+17,0,1,GOOGLE,Twitter
ðŸ+,"$GooGL 1120 calls at a cost basis of an even 2.00 - yep , Makes â€˜mathâ€™ simple .",205,3/1/18 16:45,9.69252E+17,1,0,GOOGLE,Twitter
Gurusblog,RT @arturobenito: Interested on $GOOGL ? You should read this 33 page presentation from Whitney Tilson,1890,3/1/18 16:33,9.69249E+17,0,6,GOOGLE,Twitter
Leo Sun,"Amazon Could Threaten Intel and NVIDIA in #AI Chips @themotleyfool #stocks $AAPL, $GOOGL, $INTC, $NVDA, $AMZN,â€¦ D",818,3/1/18 16:31,9.69249E+17,0,0,GOOGLE,Twitter
Exact Option Picks,ACTIVE TRADERS Try one of these FREE trading guides: $NFLX $TSLA $AAPL $WMT $GS $FB $AMZN $GOOGL $NVDA,4,3/1/18 16:30,9.69249E+17,0,0,GOOGLE,Twitter
Market Matrix,Yesterday afternoon's Overnight Matrix (delayed). Cost for this info was a mere 3 credits (as low as $9). Identifâ€¦,63,3/1/18 16:29,9.69248E+17,2,0,GOOGLE,Twitter
finzine,$GOOGL $JNJ It'll Take $94 Billion for These Companies to Go 100% Green via,27,3/1/18 16:28,9.69248E+17,0,0,GOOGLE,Twitter
Brian Firestone,More #Allergan Goodwill Impairments Coming? $agn $tst $iep $prgo $pep $mnk $ms $gs $wfc $twtr $ko $lly $teva $pfeâ€¦,98,3/1/18 16:24,9.69247E+17,0,0,GOOGLE,Twitter
ProTradersNews,"$GM $GOOGL $TSLA $F $FCAU: Automotive Industry News, Self-Driving Cars And Stocks To Watch:",5,3/1/18 16:22,9.69246E+17,0,0,GOOGLE,Twitter
finzine,$GOOGL $TSLA Fiat Auto-Parts Unit Said to Draw Suitors Amid Spinoff Plan via,27,3/1/18 16:13,9.69244E+17,0,0,GOOGLE,Twitter
finzine,$OLED $GOOGL iPhone X Was Supposed to Start an OLED Boom. It's Not Working Out via,27,3/1/18 16:08,9.69243E+17,0,0,GOOGLE,Twitter
finzine,$OLED $GOOGL iPhone X Was Supposed to Start an OLED Boom. It's Not Working Out via,27,3/1/18 16:08,9.69243E+17,0,0,GOOGLE,Twitter
Dan Tsataros,RT @DanTsataros: $googl $kbh and $unh all Strong Buys Right Now @jonnajarian @petenajarian,71,3/1/18 16:06,9.69243E+17,0,1,GOOGLE,Twitter
Exact Option Picks,Don't miss our next FREE OPTION TRADE. Sign up for our Daily Free Trades at $NVDA $TSLA $GS $GILD $WFM $GOOGL $FB,4,3/1/18 16:00,9.69241E+17,0,0,GOOGLE,Twitter
Tech Stocks,$AMZN $GOOG $GOOGL $AAPL,9,3/1/18 16:00,9.69241E+17,0,0,GOOGLE,Twitter
Evgeny,"RT @option_snipper: IF - and this is a BIG if - Powell says sth non-sense today, best names to short are $spx $spy $aapl $googl $baba $tslaâ€¦",90,3/1/18 15:58,9.69241E+17,0,4,GOOGLE,Twitter
Jedimarkus,Why do I have this unhealthy obsession with the spread between the two public Alphabet (aka Google) share classes? $GOOG $GOOGL,681,3/1/18 15:54,9.69239E+17,2,0,GOOGLE,Twitter
JUST PURE INFORMATION,"@monitor_sur @cheddar #LookingForNews&gt;&gt;&gt; CHEDDAR $BKNG spent ~$4.1 billion in 2017 on ""performance advertising"" - aâ€¦",840,3/1/18 15:48,9.69238E+17,0,0,GOOGLE,Twitter
Pennystocker,Earn while you learn with super_trades easy to replicate trading strategy! $RUSS $NXPI $GOOGL $SDRL,40,3/1/18 15:34,9.69234E+17,0,0,GOOGLE,Twitter
Exact Option Picks,ACTIVE TRADERS Try one of these FREE trading guides: $NFLX $TSLA $AAPL $WFM $GS $FB $AMZN $GOOGL $NVDA,4,3/1/18 15:30,9.69233E+17,0,0,GOOGLE,Twitter
ResearchPool,$GOOGL #Alphabet Inc ... PSA Today Mar 1: Sell-off continues / Sony: windfall from Spotify IPO; PS Vue update / Batâ€¦ c,4563,3/1/18 15:29,9.69233E+17,0,0,GOOGLE,Twitter
Zhanna,"RT @lisahopeking: $BKNG spent ~$4.1 billion in 2017 on ""performance advertising"" - a solution to combat competition coming from all angles:â€¦",8335,3/1/18 15:20,9.69231E+17,0,2,GOOGLE,Twitter
maetrader,$GOOGL took off those now in calls,282,3/1/18 15:19,9.69231E+17,0,0,GOOGLE,Twitter
Cheddar,"RT @lisahopeking: $BKNG spent ~$4.1 billion in 2017 on ""performance advertising"" - a solution to combat competition coming from all angles:â€¦",4844,3/1/18 15:13,9.69229E+17,0,2,GOOGLE,Twitter
ProTradersNews,$FB $CRM $GOOGL: Venture capitalist Alan Patricof calls Facebook and Google addictive â€¦: 1,5,3/1/18 15:13,9.69229E+17,0,0,GOOGLE,Twitter
ðŸ+,$GooGL : I bailed. A gain of Pennies,205,3/1/18 15:11,9.69229E+17,2,0,GOOGLE,Twitter
Hope King,"$BKNG spent ~$4.1 billion in 2017 on ""performance advertising"" - a solution to combat competition coming from all aâ€¦",1230,3/1/18 15:03,9.69227E+17,4,2,GOOGLE,Twitter
Unity Options,"$SPY 275P are now 6.80 from 5.00, great profits, don't get greedy! I'm closing soon #trading #options #stocksâ€¦",136,3/1/18 15:03,9.69227E+17,0,0,GOOGLE,Twitter
ðŸ+,$GooGL 1120 calls @ 1.41 cost basis,205,3/1/18 15:02,9.69226E+17,3,0,GOOGLE,Twitter
The Lincolnian,Birch Hill Investment Advisors LLC Sells 766 Shares of Alphabet Inc $GOOGL,35,3/1/18 14:58,9.69225E+17,0,0,GOOGLE,Twitter
finzine,$GOOGL Keeping Score of Primary Challenges via,27,3/1/18 14:53,9.69224E+17,0,0,GOOGLE,Twitter
Clueless Brett Brown,stabalize and even go up some...then its gonna pull again...we were due people $SPY $NVDA $BABA $NFLX $AMZN $GOOGL,387,3/1/18 14:51,9.69224E+17,0,0,GOOGLE,Twitter
VÃ­ctor Cortes,RT @Analisis_Fundam: AnÃ¡lisis TÃ©cnico: Emisoras del SIC &amp; ETF's (1/Mar/2018) $AAL $ABT $DAL $DIS $F $FB $FDX $GLW $GOOGL $IBM $ILMN $IP $MOâ€¦,281,3/1/18 14:50,9.69223E+17,0,2,GOOGLE,Twitter
Clueless Brett Brown,#duhwinning $SPY $NVDA $TSLA $AMZN $GOOGL lol! someone pat me on the back!,387,3/1/18 14:44,9.69222E+17,0,0,GOOGLE,Twitter
Dan Tsataros,At this point $googl has corrected from a high of $1198 to a low of $1099. Time to BUY!!! @jonnajarian @petenajarian,71,3/1/18 14:44,9.69222E+17,1,0,GOOGLE,Twitter
maetrader,"$GOOGL back in puts here, keep going in and out and rolling down, but quite frankly I should have just held all week",282,3/1/18 14:44,9.69222E+17,0,0,GOOGLE,Twitter
Anthony,$googl flirting with death spiral. Until Powell says only 3 hikes this year...,65,3/1/18 14:44,9.69222E+17,0,0,GOOGLE,Twitter
Breaking News Now,$GOOGL $FB $TWTR: Spotify To Go Public As The Media Industry Continues To Evolve:,0,3/1/18 14:44,9.69222E+17,0,0,GOOGLE,Twitter
Mitch Jones,RT @Sandman7591: Nobody should be cheering the censorship of anyone .... in the divided hatred that has become America we have lost any senâ€¦,91,3/1/18 14:41,9.69221E+17,0,4,GOOGLE,Twitter
Vetr,"Vetr users have upgraded Alphab... to a STRONG BUY Rating (4.5 stars), giving $GOOGL a target price of $1241.78",193,3/1/18 14:40,9.69221E+17,0,0,GOOGLE,Twitter
Clark Joseph Kent,5 Things You Must Know $BBY $KSS $VMW $$$BKS $GPS $JWN $TRCO $SPLK $GM $F $WMT $DKS $XOM $AAPL $BBY $GOOGL $AMZN,4766,3/1/18 14:31,9.69219E+17,0,0,GOOGLE,Twitter
Exact Option Picks,ACTIVE TRADERS Try one of these FREE trading guides: $NFLX $TSLA $AAPL $BABA $AMD $GS $FB $AMZN $GOOGL $NVDA,4,3/1/18 14:30,9.69218E+17,0,0,GOOGLE,Twitter
ValueTrades,MUST READ: The Cannabis Immunotherapy for Cancer: $GOOGL $BIIB $SD $COKE $YGE $ALK $SVU $RLâ€¦,168,3/1/18 14:29,9.69218E+17,0,0,GOOGLE,Twitter
Frank Ragol,RT @arturobenito: Interested on $GOOGL ? You should read this 33 page presentation from Whitney Tilson,1569,3/1/18 14:27,9.69218E+17,0,6,GOOGLE,Twitter
Ray,"RT @option_snipper: IF - and this is a BIG if - Powell says sth non-sense today, best names to short are $spx $spy $aapl $googl $baba $tslaâ€¦",31,3/1/18 14:26,9.69217E+17,0,4,GOOGLE,Twitter
Arturo Benito,Interested on $GOOGL ? You should read this 33 page presentation from Whitney Tilson,198,3/1/18 14:25,9.69217E+17,25,6,GOOGLE,Twitter
kotodama,RT @passthepuck: @Sprint becomes first major U.S. wireless operator to join Facebookâ€™s TIP 0 $S $QQQ $GE $GM $TSLA $Yâ€¦,234,3/1/18 14:24,9.69217E+17,0,1,GOOGLE,Twitter
JacksonT,RT @Sandman7591: Nobody should be cheering the censorship of anyone .... in the divided hatred that has become America we have lost any senâ€¦,49,3/1/18 14:22,9.69216E+17,0,4,GOOGLE,Twitter
SharePlannerTrades,Quit worrying about how many shares you can buy. Focus on the returns instead #stocks $AMZN $GOOGL $PCLN $AAPL,184,3/1/18 14:21,9.69216E+17,0,0,GOOGLE,Twitter
Mark Barger,@DividendMaster Mammoth $GOOGL growing revs &amp; earnings faster than $CRM. At a fraction of the multiple.,855,3/1/18 14:19,9.69216E+17,0,0,GOOGLE,Twitter
Frozen Liquidity,FANGs still want to FANG .... disaster in the making $NFLX $FB $AMZN $GOOGL .... interesting how so many fund managâ€¦,611,3/1/18 14:17,9.69215E+17,0,0,GOOGLE,Twitter
AnÃ¡lisis Banorte,AnÃ¡lisis TÃ©cnico: Emisoras del SIC &amp; ETF's (1/Mar/2018) $AAL $ABT $DAL $DIS $F $FB $FDX $GLW $GOOGL $IBM $ILMN $IPâ€¦,81,3/1/18 14:14,9.69214E+17,2,2,GOOGLE,Twitter
Option_Sniper,"IF - and this is a BIG if - Powell says sth non-sense today, best names to short are $spx $spy $aapl $googl $babaâ€¦ C",29,3/1/18 14:13,9.69214E+17,27,4,GOOGLE,Twitter
Justin Pulitzer,RT @JustinPulitzer: ðŸ†• Monthly Subscription - Mid Week Review VIDEO 3/1: 8 $SPY $IWM $QQQ $VIX $TLT $HYG $CL_F $XLE $â€¦,200,3/1/18 14:12,9.69214E+17,0,1,GOOGLE,Twitter
Seeking Alpha,$AAPL #APPLE $AKCPF $AMZN $CHTR $CMCSA $DISH $DTE $DVMT $GLW $GOOG $GOOGL $GSAT $HPE $INTC $MSFT $NFLX $QCOM $T $S,10,3/1/18 14:10,9.69213E+17,0,0,GOOGLE,Twitter
c lark,RT @HedgeMind: Notable hedge fund manager Dan Loeb had a great year 2017 relative to many of his value peers. His market outperformance isâ€¦,915,3/1/18 14:06,9.69212E+17,0,20,GOOGLE,Twitter
10XCapitalManagement,RT @OneOClockDrop: $RCGR CRYPTO NEWS ABOUT TO HIT. 2.5 Million Float $msft $amzn $fb $goog $jnj $jpm $googl $bac $wfc $wmt $cvx $hd $pg $unâ€¦,4577,3/1/18 14:04,9.69212E+17,0,2,GOOGLE,Twitter
Dispatch Tribunal,AlphaStar Capital Management LLC Acquires New Holdings in Alphabet Inc $GOOGL,18,3/1/18 14:03,9.69212E+17,0,0,GOOGLE,Twitter
Trade Academy,3/1 50D MA Watch List: $ADI $LVS $FXE $SPXU $UUP $PFE $SDS $SCHW $WLL $CF $URI $APC $GOOG $GILD $BABA $XLF $FASTâ€¦,125,3/1/18 14:02,9.69211E+17,0,0,GOOGLE,Twitter
Exact Option Picks,Don't miss our next FREE OPTION TRADE. Sign up for our Daily Free Trades at 2 $NVDA $TSLA $GS $GILD $BABA $GOOGL $FB,4,3/1/18 14:00,9.69211E+17,0,0,GOOGLE,Twitter
bill eijgenberger,"Commission says Facebook, Google should remove terror content within an hour $GOOG $GOOGL $FB",11,3/1/18 13:51,9.69209E+17,0,0,GOOGLE,Twitter
John Laghezza,RT @Sandman7591: Nobody should be cheering the censorship of anyone .... in the divided hatred that has become America we have lost any senâ€¦,401,3/1/18 13:44,9.69207E+17,0,4,GOOGLE,Twitter
Jean-Marie Le Ray,"European Commission says Facebook, Google should remove terror content within an hour $GOOG $GOOGL $FB",2509,3/1/18 13:39,9.69205E+17,1,0,GOOGLE,Twitter
Seeking Alpha,"Commission says Facebook, Google should remove terror content within an hour #premarket $GOOG $GOOGL $FB",0,3/1/18 13:35,9.69204E+17,0,0,GOOGLE,Twitter
Tech Stocks,"Commission says Facebook, Google should remove terror content within an hour #premarket $GOOG $GOOGL $FB",9,3/1/18 13:35,9.69204E+17,0,0,GOOGLE,Twitter
Breaking News,"Commission says Facebook, Google should remove terror content within an hour #premarket $GOOG $GOOGL $FB",9,3/1/18 13:35,9.69204E+17,0,0,GOOGLE,Twitter
Ben Bryan,".@Google launches #HangoutsChat. Company's answer to services like @SlackHQ, #HipChat, @WorkplacebyFB, andâ€¦ 89",1410,3/1/18 13:35,9.69204E+17,0,0,GOOGLE,Twitter
Sandman,Nobody should be cheering the censorship of anyone .... in the divided hatred that has become America we have lostâ€¦,74,3/1/18 13:30,9.69203E+17,19,4,GOOGLE,Twitter
Exact Option Picks,ACTIVE TRADERS Try one of these FREE trading guides: 9 $NFLX $TSLA $AAPL $JPM $GS $FB $AMZN $GOOGL $NVDA,4,3/1/18 13:30,9.69203E+17,0,0,GOOGLE,Twitter
Bringithome,$KOPN 3.06 CEO 250k shares bot 11/9 @ 3.21; Goertek( leader in wearables bot 10% @ 3.25 5/17); BOE(leader in displaâ€¦,594,3/1/18 13:29,9.69203E+17,1,1,GOOGLE,Twitter
bake mcbride,New Blockchain ETF Is Outperforming the Competition $BLOK $NVDA $OSTK $AAPL $AMZN $GOOG $GOOGL $BRK.B $BRK.Aâ€¦,401,3/1/18 13:19,9.692E+17,0,0,GOOGLE,Twitter
Christian Fromhertz,"$TOK ETF - $157M in outflows this week, decreasing fund size by 52% - top weights in ETF: $AAPL $MSFT $AMZN $FBâ€¦",816,3/1/18 13:09,9.69198E+17,0,0,GOOGLE,Twitter
Stock Market Club,"20,000 traders signed up for Wednesdays free webinar yesterday, sign up for the â€œTrade of the Decadeâ€ event while tâ€¦",8639,3/1/18 13:04,9.69197E+17,3,0,GOOGLE,Twitter
Kapitall,"$SPOT, $CSX, $ATVI, $GOOGL",1042,3/1/18 13:01,9.69196E+17,0,0,GOOGLE,Twitter
Exact Option Picks,251 Profit-Packed Option Trades Yearly--Delivered to Your Inbox Daily--FREE! Uu $AMZN $GOOGL $NFLX $FB $AAPL,4,3/1/18 13:00,9.69196E+17,0,0,GOOGLE,Twitter
Tradevoter,"$VIX $spy $spx $amzn $fb $googl $aapl Continue to strongly recommend buy VIX, sell stocks as technicals point to lâ€¦",3020,3/1/18 12:52,9.69194E+17,0,0,GOOGLE,Twitter
Johns Charts,RT @LMT978: Noteworthy for a famed Value manager to choose $AMZN $FB $GOOGL for 3 of the only 4 stock holdings in this account. $FDN #FANâ€¦,67,3/1/18 12:46,9.69192E+17,0,2,GOOGLE,Twitter
